,File,Peaks
89,N2YASC,"[194, 349, 502, 651, 800, 945, 1093, 1244, 1398, 1554, 1708, 1860, 2015, 2168, 2316, 2463, 2610, 2757, 2903, 3046, 3189, 3336, 3486, 3641, 3793, 3944, 4095, 4247, 4389, 4527, 4666, 4808, 4950, 5094, 5233, 5376, 5525, 5677, 5834, 5991, 6148, 6297, 6447, 6600, 6753, 6912, 7069, 7223, 7370, 7520, 7671, 7823, 7971, 8114, 8259, 8408, 8559, 8711, 8856, 9003, 9151, 9305, 9460, 9608, 9753, 9902, 10052, 10205, 10351, 10494, 10640, 10786, 10933, 11073, 11213, 11352, 11493, 11633, 11770]"
90,CZVGDH,"[185, 321, 459, 599, 735, 875, 1011, 1141, 1269, 1397, 1526, 1658, 1789, 1921, 2052, 2183, 2317, 2455, 2601, 2746, 2886, 3027, 3167, 3307, 3445, 3583, 3724, 3865, 4008, 4149, 4289, 4431, 4580, 4735, 4897, 5052, 5205, 5358, 5509, 5654, 5788, 6187, 6329, 6479, 6626, 6778, 6936, 7099, 7258, 7407, 7558, 7712, 7870, 8026, 8175, 8323, 8467, 8613, 8752, 8895, 9044, 9198, 9350, 9496, 9641, 9788, 9934, 10074, 10210, 10346, 10487, 10630, 10778, 10930, 11082, 11226, 11368, 11513, 11658, 11805]"
91,8B2HT4,"[161, 319, 475, 623, 770, 916, 1064, 1212, 1355, 1503, 1649, 1799, 1940, 2082, 2225, 2371, 2668, 2811, 2954, 3097, 3243, 3388, 3529, 3668, 3815, 3964, 4118, 4270, 4415, 4557, 4702, 4847, 4993, 5130, 5267, 5407, 5553, 5701, 5851, 5997, 6143, 6293, 6444, 6593, 6735, 6873, 7011, 7149, 7294, 7443, 7590, 7738, 7892, 8046, 8203, 8358, 8507, 8660, 8806, 8947, 9084, 9227, 9370, 9522, 9668, 9814, 9960, 10106, 10258, 10577, 10743, 10906, 11064, 11211, 11353, 11495, 11635, 11773]"
92,XBGQAU,"[293, 490, 704, 907, 1090, 1286, 1496, 1720, 1946, 2166, 2385, 2610, 2837, 3069, 3282, 3514, 3745, 3976, 3976, 4210, 4210, 4439, 4672, 4909, 5140, 5367, 5602, 5837, 6072, 6304, 6533, 6755, 6979, 7207, 7426, 7654, 7887, 8125, 8335, 8559, 8789, 9009, 9232, 9463, 9692, 9930, 10153, 10369, 10597, 10828, 10828, 11064, 11064, 11298, 11508, 11739]"
93,BW5BF2,"[658, 803, 945, 1086, 1228, 1370, 1510, 1652, 1793, 1933, 2076, 2219, 2362, 2505, 2650, 2794, 2937, 3080, 3222, 3366, 3511, 3655, 3655, 3943, 3943, 4088, 4232, 4376, 4520, 4663, 4806, 4952, 5098, 5245, 5390, 5532, 5676, 5818, 5964, 6108, 6251, 6393, 6537, 6678, 6819, 6965, 7110, 7255, 7402, 7546, 7692, 7836, 7977, 8117, 8256, 8396, 8535, 8673, 8812, 8954, 9098, 9245, 9397, 9546, 9694, 9840, 9981, 10126, 10270, 10411, 10552, 10552, 10695, 10695, 10835, 10979, 11120, 11120, 11261, 11401, 11541, 11750, 11815]"
94,JHRZ4S,"[355, 497, 642, 786, 933, 1081, 1229, 1375, 1521, 1521, 1668, 1813, 1960, 2105, 2248, 2393, 2536, 2536, 2680, 2821, 2960, 3101, 3241, 3385, 3529, 3672, 3819, 3965, 4114, 4262, 4410, 4555, 4701, 4848, 4992, 5136, 5281, 5423, 5564, 5707, 5850, 5993, 6135, 6278, 6421, 6564, 6711, 6857, 6999, 7141, 7279, 7421, 7561, 7697, 7834, 7977, 8116, 8258, 8399, 8540, 8679, 8820, 8960, 9099, 9239, 9378, 9518, 9659, 9799, 9940, 10081, 10219, 10362, 10504, 10647, 10788, 10929, 11071, 11211, 11354, 11497, 11643, 11788]"
95,DVPX5U,"[362, 511, 657, 803, 946, 1090, 1232, 1375, 1519, 1661, 1801, 1943, 2085, 2227, 2370, 2515, 2660, 2805, 2805, 2953, 3104, 3252, 3400, 3546, 3694, 3840, 3983, 4129, 4276, 4418, 4563, 4704, 4845, 4985, 5124, 5265, 5411, 5557, 5704, 5851, 5994, 6145, 6290, 6431, 6576, 6723, 6864, 7008, 7149, 7292, 7435, 7576, 7720, 7862, 8000, 8142, 8282, 8422, 8560, 8701, 8839, 8979, 9118, 9258, 9399, 9540, 9683, 9824, 9965, 10106, 10246, 10386, 10526, 10665, 10805, 10942, 11075, 11205, 11335, 11465, 11596, 11731]"
96,LFCJI9,"[416, 561, 706, 850, 992, 1134, 1278, 1423, 1567, 1713, 1860, 2007, 2152, 2297, 2442, 2586, 2730, 2875, 3021, 3167, 3315, 3466, 3466, 3615, 3762, 3909, 4055, 4168, 4344, 4489, 4489, 4636, 4781, 4929, 5078, 5225, 5367, 5511, 5655, 5797, 5944, 6091, 6239, 6385, 6532, 6681, 6828, 6973, 7123, 7273, 7421, 7565, 7715, 7856, 8002, 8142, 8286, 8425, 8567, 8708, 8850, 8992, 9135, 9280, 9425, 9568, 9714, 9860, 10004, 10148, 10295, 10440, 10584, 10730, 10874, 11015, 11156, 11298, 11441, 11584, 11728]"
97,P32WJ0,"[429, 575, 722, 869, 1014, 1157, 1302, 1448, 1595, 1743, 1893, 2041, 2188, 2334, 2478, 2623, 2766, 2908, 3059, 3209, 3354, 3496, 3635, 3776, 3913, 4050, 4193, 4334, 4478, 4621, 4766, 4913, 5063, 5212, 5358, 5504, 5649, 5791, 5932, 6071, 6210, 6348, 6485, 6621, 6759, 6901, 7042, 7185, 7329, 7475, 7620, 7763, 7906, 8053, 8194, 8335, 8474, 8616, 8758, 8901, 9043, 9189, 9334, 9477, 9622, 9766, 9907, 10050, 10193, 10338, 10482, 10627, 10771, 10915, 11058, 11201, 11344, 11489, 11633, 11778]"
98,FRMLFI,"[367, 512, 658, 806, 955, 1102, 1247, 1394, 1541, 1688, 1835, 2129, 2278, 2425, 2573, 2722, 2868, 3019, 3170, 3315, 3460, 3604, 3748, 3892, 4036, 4183, 4328, 4472, 4618, 4762, 4906, 5049, 5194, 5338, 5482, 5626, 5770, 5912, 6054, 6198, 6341, 6485, 6630, 6778, 6923, 7067, 7209, 7348, 7487, 7620, 7758, 7900, 8039, 8182, 8327, 8471, 8617, 8761, 8906, 9054, 9203, 9351, 9498, 9643, 9788, 9933, 10076, 10221, 10367, 10514, 10660, 10806, 10951, 11095, 11237, 11380, 11524, 11668, 11810]"
99,LOLSB2,"[57, 186, 319, 455, 595, 730, 861, 986, 1110, 1238, 1373, 1514, 1655, 1802, 1946, 2097, 2242, 2381, 2522, 2663, 2810, 2950, 3082, 3214, 3346, 3481, 3617, 3757, 3902, 4051, 4202, 4357, 4357, 4510, 4598, 4790, 4942, 5087, 5235, 5385, 5530, 5675, 5825, 5977, 6130, 6406, 6553, 6691, 6830, 6970, 7110, 7250, 7394, 7549, 7698, 7797, 7978, 8117, 8254, 8393, 8534, 8677, 8813, 8813, 8946, 9078, 9209, 9341, 9473, 9473, 9605, 9734, 9865, 9990]"
100,IOAG65,"[124, 268, 416, 568, 812, 812, 968, 1147, 1284, 1424, 1564, 1708, 1848, 1988, 2127, 2264, 2407, 2544, 2679, 2812, 2940, 3068, 3197, 3332, 3472, 3619, 3763, 3904, 4048, 4193, 4336, 4484, 4632, 4781, 4931, 5080, 5231, 5387, 5544, 5544, 5785, 5785, 5965, 6112, 6257, 6408, 6556, 6701, 6845, 6992, 7141, 7296, 7408, 7593, 7737, 7881, 8025, 8172, 8313, 8454, 8593, 8732, 8868, 9002, 9134, 9266, 9401, 9537, 9673, 9809, 9945, 10082, 10222, 10365, 10506, 10650, 10794, 10941, 11085, 11226, 11369, 11509, 11646, 11782]"
101,R4WEQ9,"[120, 256, 392, 528, 660, 793, 929, 1072, 1209, 1349, 1488, 1621, 1757, 1892, 2028, 2161, 2293, 2425, 2552, 2677, 2805, 2936, 3069, 3204, 3344, 3484, 3624, 3764, 3897, 4033, 4172, 4313, 4456, 4597, 4737, 4876, 5009, 5144, 5284, 5424, 5568, 5708, 5848, 5991, 6132, 6279, 6279, 6423, 6563, 6703, 6840, 6976, 7111, 7243, 7376, 7511, 7647, 7780, 7919, 8059, 8199, 8339, 8476, 8616, 8760, 8903, 9044, 9183, 9320, 9452, 9587, 9720, 9855, 9992, 10128, 10267, 10411, 10559, 10707, 10855, 10999, 11143, 11287, 11432, 11580, 11727]"
102,8W9HZL,"[159, 302, 439, 583, 727, 874, 1018, 1162, 1302, 1442, 1583, 1726, 1863, 2001, 2138, 2286, 2433, 2574, 2714, 2855, 2999, 3406, 3573, 3710, 3846, 3981, 4114, 4253, 4390, 4530, 4669, 4802, 4937, 5074, 5221, 5369, 5512, 5657, 5808, 5957, 6104, 6246, 6386, 6528, 6668, 6806, 6945, 7085, 7229, 7376, 7521, 7664, 7801, 7932, 8057, 8181, 8304, 8428, 8553, 8684, 8817, 8817, 8955, 9096, 9236, 9373, 9505, 9637, 9768, 9899, 10032, 10171, 10323, 10480, 10635, 10784, 10932, 11075, 11216, 11356, 11499, 11767]"
103,9VLMYN,"[101, 230, 358, 485, 613, 745, 874, 1001, 1140, 1301, 1456, 1600, 1734, 1865, 1996, 2121, 2253, 2385, 2517, 2653, 2792, 2933, 3084, 3233, 3381, 3476, 3659, 3792, 3929, 4065, 4199, 4332, 4463, 4587, 4708, 4828, 4947, 5051, 5180, 5300, 5423, 5544, 5672, 5804, 5940, 6083, 6223, 6360, 6492, 6623, 6748, 6875, 6996, 7116, 7234, 7351, 7431, 7582, 7703, 7826, 7956, 8094, 8235, 8387, 8536, 8680, 8812, 8948, 9091, 9235, 9380, 9531, 9682, 9830, 9976, 10124, 10278, 10431, 10579, 10727, 10879, 11031, 11183, 11283, 11471, 11615, 11762]"
104,7INOG2,"[78, 218, 359, 502, 643, 783, 922, 1059, 1198, 1338, 1479, 1621, 1759, 1902, 2041, 2177, 2314, 2450, 2589, 2726, 2862, 2998, 3134, 3274, 3414, 3554, 3697, 3838, 3981, 4117, 4253, 4381, 4506, 4641, 4776, 4914, 5054, 5194, 5336, 5476, 5616, 5757, 5901, 6048, 6192, 6336, 6480, 6624, 6769, 6916, 7060, 7200, 7340, 7483, 7628, 7772, 7920, 8067, 8211, 8352, 8492, 8635, 8779, 8919, 9059, 9199, 9342, 9487, 9634, 9778, 9919, 10063, 10202, 10338, 10474, 10611, 10755, 10902, 11046, 11189, 11334, 11489, 11645, 11733]"
105,N4QJAH,"[219, 377, 536, 688, 840, 1007, 1179, 1345, 1505, 1666, 1828, 1985, 2133, 2293, 2455, 2614, 2769, 2936, 3100, 3275, 3428, 3601, 3768, 3932, 4082, 4240, 4394, 4548, 4695, 4845, 5001, 5158, 5311, 5464, 5626, 5788, 5944, 6097, 6252, 6407, 6555, 6704, 6856, 7006, 7152, 7300, 7496, 7496, 7759, 7759, 7906, 8063, 8222, 8383, 8536, 8701, 8864, 9021, 9021, 9188, 9248, 9445, 9600, 9828, 10008, 10008, 10184, 10356, 10515, 10678, 10842, 11005]"
106,JN4F7S,"[382, 527, 670, 819, 970, 1116, 1262, 1412, 1561, 1707, 1858, 2011, 2162, 2307, 2454, 2600, 2749, 2891, 3040, 3189, 3339, 3484, 3636, 3788, 3937, 4081, 4232, 4382, 4529, 4672, 4817, 4961, 5104, 5243, 5387, 5532, 5671, 5812, 5957, 6105, 6248, 6393, 6540, 6688, 6835, 6978, 7123, 7269, 7411, 7549, 7692, 7836, 7980, 8119, 8263, 8409, 8554, 8695, 8840, 8986, 9127, 9266, 9413, 9559, 9704, 9846, 9994, 10144, 10295, 10439, 10590, 10735, 10879, 11018, 11162, 11304, 11449, 11588, 11733]"
107,C33EJ4,"[444, 608, 777, 936, 1097, 1249, 1389, 1529, 1664, 1806, 1950, 2101, 2251, 2398, 2552, 2709, 2865, 3009, 3161, 3308, 3460, 3601, 3753, 3902, 4046, 4188, 4335, 4481, 4633, 4779, 4932, 5081, 5231, 5376, 5524, 5673, 5826, 5975, 6119, 6268, 6417, 6568, 6710, 6860, 7006, 7153, 7297, 7445, 7594, 7746, 7896, 8045, 8195, 8341, 8485, 8628, 8773, 8924, 9072, 9217, 9370, 9523, 9677, 9823, 9977, 10133, 10285, 10435, 10585, 10737, 10886, 11033, 11177, 11329, 11478, 11625, 11764]"
108,6KC2LA,"[331, 478, 629, 777, 923, 1061, 1190, 1318, 1447, 1592, 1742, 1898, 2052, 2201, 2344, 2493, 2642, 2791, 2933, 3078, 3225, 3375, 3526, 3674, 3835, 3993, 4150, 4300, 4458, 4616, 4771, 4917, 5069, 5217, 5368, 5513, 5656, 5801, 5944, 6086, 6228, 6376, 6521, 6669, 6812, 6958, 7103, 7252, 7402, 7548, 7692, 7840, 7984, 8126, 8277, 8427, 8579, 8727, 8871, 9019, 9163, 9307, 9451, 9600, 9755, 9911, 10063, 10219, 10372, 10527, 10675, 10823, 10970, 11119, 11267, 11416, 11566, 11717]"
109,FGL476,"[438, 576, 713, 850, 996, 1140, 1285, 1439, 1593, 1741, 1899, 2055, 2208, 2351, 2499, 2644, 2644, 2787, 2924, 3063, 3199, 3339, 3480, 3617, 3759, 3899, 4043, 4182, 4320, 4463, 4611, 4756, 4899, 5047, 5195, 5345, 5491, 5638, 5783, 5932, 6076, 6215, 6358, 6500, 6644, 6785, 6926, 7070, 7219, 7366, 7511, 7661, 7808, 7955, 8095, 8241, 8387, 8535, 8679, 8824, 8971, 9121, 9268, 9411, 9561, 9711, 9864, 10012, 10156, 10305, 10454, 10604, 10745, 10888, 11033, 11181, 11327, 11469, 11618, 11769]"
110,PQW4V6,"[246, 388, 525, 665, 805, 941, 1082, 1224, 1368, 1513, 1656, 1806, 1953, 2101, 2247, 2394, 2540, 2686, 2830, 2970, 3116, 3263, 3411, 3552, 3696, 3839, 3980, 4120, 4257, 4401, 4543, 4687, 4828, 4977, 5124, 5273, 5421, 5564, 5709, 5854, 6001, 6147, 6292, 6437, 6582, 6727, 6867, 7010, 7152, 7289, 7424, 7561, 7699, 7840, 7980, 8120, 8262, 8401, 8538, 8672, 8806, 8942, 9080, 9216, 9345, 9474, 9603, 9732, 9864, 9998, 10133, 10268, 10404, 10544, 10688, 10827, 10964, 11103, 11243, 11400, 11552, 11693]"
111,J53H0B,"[309, 450, 596, 742, 882, 1027, 1171, 1315, 1453, 1595, 1736, 1878, 2016, 2155, 2301, 2451, 2598, 2743, 2896, 3049, 3197, 3342, 3494, 3645, 3786, 3921, 4058, 4228, 4422, 4422, 4593, 4758, 4916, 5062, 5206, 5353, 5501, 5646, 5792, 5940, 6086, 6231, 6376, 6516, 6658, 6800, 6942, 7083, 7222, 7365, 7510, 7653, 7797, 7931, 8064, 8197, 8328, 8462, 8595, 8726, 8859, 8993, 9126, 9258, 9391, 9530, 9676, 9828, 9988, 10149, 10306, 10462, 10614, 10769, 10921, 11070, 11218, 11362, 11509, 11653, 11799]"
112,GW5XIQ,"[3918, 4112, 4292, 4480, 4666, 4848, 5020, 5201, 5372, 5529, 5684, 5860, 6044, 6220, 6404, 6586, 6765, 6929, 7089, 7259, 7438, 7619, 7793, 7979, 8166, 8349, 8530, 8715, 8901, 9079, 9631, 9814, 10003, 10188, 10364, 10545, 10724, 10903, 11099, 11291, 11474, 11562, 11562, 11637, 11787]"
113,97SMS6,"[193, 362, 552, 761, 761, 954, 1026, 1150, 1337, 1508, 1676, 1846, 2024, 2213, 2397, 2584, 2757, 2940, 3124, 3124, 3308, 3480, 3663, 3853, 4050, 4050, 4240, 4416, 4596, 4780, 4965, 5149, 5340, 5509, 5509, 5877, 5877, 6045, 6236, 6415, 6568, 6780, 6958, 6999, 7128, 7303, 7492, 7691, 7884, 8078, 8269, 8447, 8620, 8755, 8755, 8958, 9122, 9298, 9482, 9659, 9839, 10019, 10198, 10373, 10554, 10734, 10902, 11061, 11228, 11391, 11504, 11602, 11798]"
114,ME3AO7,"[264, 434, 592, 763, 944, 1127, 1766, 1926, 2134, 2134, 2339, 2339, 2535, 2736, 2932, 3120, 3296, 3470, 3647, 3833, 4027, 4217, 4415, 4611, 4805, 4989, 5167, 5351, 5544, 5744, 5939, 6128, 6128, 6308, 6485, 6668, 6864, 7063, 7264, 7453, 7642, 7816, 8030, 8221, 8414, 8608, 8983, 8983, 9148, 9306, 9481, 9661, 9844, 10029, 10203, 10381, 10560, 10735, 10905, 11079, 11251, 11433, 11624, 11813]"
115,DGYZP8,"[188, 376, 555, 740, 927, 1110, 1286, 1467, 1658, 1789, 2038, 2231, 2427, 2618, 2798, 2798, 3020, 3020, 3180, 3388, 3582, 3776, 3976, 4174, 4348, 4509, 4658, 4820, 5028, 5225, 5427, 5627, 5816, 6007, 6206, 6401, 6587, 6779, 6972, 7164, 7351, 7539, 7735, 7939, 8136, 8321, 8511, 8701, 8891, 9076, 9268]"
116,PB8DBI,"[266, 467, 666, 872, 1074, 1266, 1460, 1654, 1839, 2003, 2152, 2306, 2504, 2693, 2891, 2891, 3084, 3274, 3465, 3654, 3840, 4024, 4211, 4403, 4597]"
117,6MKRGF,"[4595, 4740, 4885, 5031, 5173, 5315, 5456, 5599, 5742, 5885, 6030, 6178, 6327, 6473, 6619, 6769, 6920, 7067, 7211, 7355, 7499, 7643, 7787, 7928, 8071, 8213, 8355, 8495]"
118,HA2CXU,"[53, 198, 322, 491, 491, 636, 787, 943, 943, 1097, 1246, 1397, 1546, 1694, 1840, 1987, 2141, 2298, 2454, 2606, 2754, 2903, 3055, 3207, 3357, 3503, 3651, 3802, 6758, 6907, 7050, 7193, 7193, 7337, 7485, 7632, 7777, 7923, 8069, 8218, 8362, 8506, 8651, 8799, 8947, 9094, 9243, 9395, 9543, 9690, 9832, 9973, 10115, 10258, 10402, 10546, 10695, 10845, 10994, 11139, 11287, 11421, 11590, 11737]"
119,4Y7S9K,"[60, 206, 349, 452, 632, 777, 925, 1073, 1220, 1365, 1509, 1655, 1799, 1942, 2087, 2087, 2087, 2935, 3082, 3228, 3375, 3524, 3680, 3839, 3994, 4143, 4291, 4439, 4585, 4728, 4872, 5015, 5162, 5309, 5455, 5602, 5751, 5898, 6046, 6046, 6197, 6355, 6514, 6666, 6814, 6961, 7109, 7254, 7398, 7537, 7681, 7825, 7971, 8117, 8265, 8411, 8557, 8705, 8857, 9005, 9085, 9152, 9300, 9452, 9606, 9761, 9916, 10072, 10191, 10378, 10516, 10666, 10815, 10970, 11128, 11433, 11586, 11741]"
120,1DW4CB,"[252, 317, 317, 463, 615, 770, 927, 1084, 1243, 1403, 1563, 1723, 1883, 2043, 2201, 2359, 2517, 2672, 2830, 2987, 3147, 3308, 3466, 3619, 3772, 3928, 4092, 4253, 4415, 4579, 4740, 4899, 5057, 5217, 5373, 5529, 5686, 5842, 6001, 6158, 6315, 6471, 6627, 6784, 6940, 7096, 7205, 7404, 7564, 7675, 7675, 7842, 8047, 8189, 8388, 8501, 8658, 8817, 8972, 8972, 9157, 9274, 9425]"
121,PWXEE1,"[319, 319, 461, 596, 728, 862, 995, 1125, 1253, 1384, 1513, 1640, 1769, 1899, 1899, 2033, 2033, 2172, 2310, 2444, 2574, 2708, 2846, 2984, 3117, 3248, 3381, 3516, 3653, 3789, 3921, 4057, 4196, 4330, 4458, 4589, 4724, 4862, 5001, 5131, 5260, 5389, 5520, 5649, 5776, 5901, 6029, 6157, 6288, 6413, 6537, 6663, 6788, 6913, 7037, 7161, 7287, 7412, 7540, 7665, 7791, 7917, 8043, 8168, 8291, 8413, 8535, 8658, 8780, 8903, 9024, 9147, 9272, 9396, 9519, 9641, 9764, 9889, 10015, 10140, 10263, 10388, 10513, 10643, 10771, 10898, 11024, 11151, 11279, 11410, 11538, 11664, 11791]"
122,35Z8X9,"[187, 187, 327, 463, 596, 726, 854, 984, 1118, 1260, 1404, 1547, 1688, 1836, 1963, 2091, 2218, 2319, 2483, 2623, 2768, 2905, 3043, 3180, 3315, 3445, 3575, 3704, 3835, 3965, 4092, 4220, 4351, 4486, 4622, 4752, 4880, 5009, 5140, 5269, 5394, 5516, 5637, 5770, 5909, 6049, 6181, 6308, 6429, 6549, 6668, 6786, 6906, 7028, 7151, 7275, 7401, 7526, 7651, 7775, 7898, 8022, 8147, 8273, 8401, 8529, 8658, 8785, 8911, 9041, 9175, 9317, 9471, 9622, 9763, 9899, 10031, 10163, 10294, 10426, 10558, 10690, 10827, 10972, 11120, 11256, 11391, 11526, 11658, 11787]"
123,0KR097,"[222, 347, 472, 595, 718, 840, 957, 1077, 1197, 1320, 1446, 1573, 1697, 1821, 1945, 2073, 2200, 2324, 2449, 2575, 2701, 2827, 2951, 3074, 3193, 3312, 3432, 3552, 3673, 3792, 3913, 4032, 4153, 4276, 4404, 4404, 4536, 4536, 4663, 4784, 4911, 5036, 5157, 5276, 5396, 5515, 5636, 5756, 5876, 5998, 6118, 6236, 6355, 6474, 6474, 6707, 6827, 6949, 7072, 7194, 7314, 7437, 7562, 7691, 7823, 7954, 8077, 8242, 8321, 8444, 8569, 8696, 8817, 8942, 9066, 9193, 9318, 9442, 9564, 9686, 9805, 9925, 10045, 10169, 10295, 10422, 10546, 10670, 10797, 10926, 11055, 11185, 11312, 11434, 11557, 11681, 11806]"
124,5429H7,"[260, 393, 528, 660, 788, 914, 1044, 1174, 1301, 1429, 1561, 1693, 1821, 1949, 2077, 2203, 2329, 2452, 2574, 2702, 2830, 2958, 3081, 3203, 3325, 3445, 3569, 3691, 3815, 3937, 4059, 4180, 4300, 4419, 4539, 4659, 4780, 4902, 5024, 5147, 5267, 5388, 5510, 5633, 5758, 5884, 6007, 6130, 6251, 6374, 6498, 6622, 6746, 6868, 6992, 7115, 7239, 7359, 7476, 7592, 7706, 7818, 7929, 8040, 8151, 8261, 8375, 8492, 8616, 8745, 8879, 9011, 9140, 9268, 9397, 9529, 9660, 9792, 9922, 10051, 10177, 10302, 10424, 10547, 10672, 10797, 10925, 11051, 11176, 11308, 11449, 11600, 11740]"
125,DCBZWM,"[263, 263, 407, 549, 680, 832, 972, 1111, 1248, 1385, 1521, 1656, 1793, 1929, 2067, 2204, 2369, 2476, 2612, 2748, 2885, 3020, 3156, 3292, 3428, 3566, 3706, 3848, 3990, 4132, 4269, 4405, 4537, 4664, 4790, 4917, 5042, 5170, 5302, 5434, 5566, 5700, 5833, 5962, 6088, 6211, 6333, 6455, 6577, 6699, 6823, 6949, 7077, 7205, 7334, 7462, 7589, 7716, 7841, 7967, 8093, 8218, 8343, 8467, 8593, 8721, 8849, 8973, 9097, 9221, 9344, 9467, 9591, 9715, 9840, 9965, 10088, 10213, 10337, 10462, 10584, 10709, 10846, 10994]"
126,MUV2AN,"[167, 304, 440, 574, 709, 846, 984, 1123, 1264, 1403, 1543, 1683, 1823, 1963, 2103, 2241, 2380, 2521, 2663, 2807, 2949, 3091, 3235, 3377, 3519, 3664, 3806, 3950, 4093, 4235, 4377, 4517, 4655, 4793, 4931, 5070, 5211, 5350, 5489, 5627, 5768, 5907, 6049, 6191, 6333, 6474, 6612, 6760, 6902, 7042, 7182, 7321, 7461, 7601, 7741, 7881, 8022, 8162, 8299, 8434, 8569, 8705, 8842, 8977, 9113, 9248, 9384, 9520, 9657, 9793, 9930, 10067]"
127,IOZB7J,"[209, 342, 477, 616, 757, 899, 1043, 1190, 1331, 1467, 1600, 1734, 1867, 2000, 2131, 2267, 2409, 2555, 2696, 2834, 2968, 3103, 3239, 3377, 3519, 3661, 3800, 3932, 4067, 4199, 4331, 4464, 4601, 4735, 4864, 4997, 5136, 5282, 5428, 5566, 5704, 5844, 5984, 6116, 6249, 6383, 6519, 6658, 6795, 6932, 7071, 7207, 7337, 7467, 7595, 7724, 7852, 7979, 8106, 8235, 8363, 8489, 8615, 8740, 8866, 8992, 9119, 9245, 9375, 9505, 9635, 9768, 9902, 10036, 10168, 10298, 10426, 10554, 10680, 10809, 10937, 11066, 11197, 11330, 11463, 11598, 11734]"
128,FNZ4VH,"[147, 291, 435, 583, 727, 875, 1023, 1168, 1316, 1464, 1612, 1756, 1903, 2047, 2191, 2336, 2483, 2627, 2771, 2912, 3055, 3199, 3340, 3483, 3624, 3768, 3915, 4060, 4204, 4347, 4488, 4631, 4772, 4912, 5052, 5195, 5335, 5475, 5615, 5752, 5892, 6035, 6175, 6315, 6459, 6602, 6744, 6888, 7027, 7175, 7319, 7459, 7603, 7812, 7812, 7812, 8031, 8176, 8320, 8464, 8464, 8607, 8748, 8891, 9031, 9171, 9311, 9451, 9591, 9731, 9872, 10012, 10155, 10292, 10432, 10571, 10712, 10852, 10995, 11135, 11276, 11416, 11556, 11703]"
129,JQ9S8E,"[102, 242, 385, 529, 673, 818, 1705, 1853, 2001, 2148, 2293, 2440, 2585, 2729, 2873, 3016, 3157, 3304, 3448, 3593, 3740, 3887, 4032, 4175, 4319, 4463, 4605, 4748, 4892, 5036, 5176, 5319, 5460, 5600, 5744, 5887, 6031, 6172, 6311, 6451, 6587, 6726, 6864, 7003, 7142, 7279, 7416, 7555, 7691, 7826, 7963, 8098, 8234, 8362, 8503, 8638, 8771, 8976, 8976, 9182, 9322, 9462, 9602, 9743, 9883, 10023, 10163, 10303, 10418, 10579, 10718, 10857, 10998, 11138, 11278, 11418, 11559, 11699, 11841]"
130,RV44EL,"[120, 265, 409, 554, 701, 849, 997, 1146, 1294, 1445, 1593, 1737, 1885, 2029, 2173, 2405, 2405, 2605, 2749, 2891, 3034, 3178, 3322, 3467, 3614, 3759, 3907, 4055, 4202, 4347, 4491, 4635, 4776, 4918, 5059, 5203, 5348, 5492, 5639, 5783, 5928, 6068, 6211, 6351, 6491, 6615, 6771, 6912, 7056, 7199, 7344, 7491, 7636, 7780, 7924, 8066, 8207, 8346, 8484, 8624, 8763, 8902, 9040, 9182, 9320, 9462, 9600, 9740, 9879, 10019, 10159, 10299, 10484, 10583, 10727, 10871, 11018, 11163, 11310, 11454, 11595, 11738]"
131,1XHUZK,"[128, 266, 405, 545, 686, 829, 969, 1112, 1252, 1394, 1537, 1680, 1821, 1965, 2109, 2257, 2402, 2549, 2694, 2842, 2842, 2986, 3133, 3277, 3421, 3566, 3710, 3853, 3994, 4138, 4282, 4426, 4570, 4711, 4854, 4995, 5138, 5279, 5419, 5558, 5694, 5831, 5967, 6106, 6243, 6383, 6526, 6667, 6810, 6952, 7092, 7231, 7371, 7511, 7648, 7787, 7927, 8064, 8204, 8344, 8484, 8620, 8757, 8893, 9033, 9169, 9308]"
132,B2ZGFZ,"[231, 375, 515, 655, 799, 943, 1079, 1223, 1363, 1503, 1640, 1780, 1920, 2056, 2195, 2336, 2472, 2612, 2748, 2888, 3028, 3164, 3304, 3445, 3585, 3721, 3861, 4001, 4137, 4277, 4417, 4557, 4701, 4841, 4989, 5133, 5277, 5417, 5558, 5702, 5846, 5986, 6130, 6270, 6414, 6554, 6694, 6834, 6974, 7114, 7254, 7394, 7530, 7666, 7806, 7942, 8075, 8211, 8347, 8483, 8618, 8751, 8887, 9023, 9158, 9291, 9291, 9427, 9747, 9831, 9943, 10102, 10231, 10366, 10498, 10634, 10766, 10898, 11034, 11166, 11302, 11434, 11574, 11706]"
133,Q73KMI,"[363, 507, 647, 791, 935, 1079, 1223, 1367, 1511, 1655, 1799, 1942, 2082, 2222, 2363, 2506, 2646, 2786, 2930, 3070, 3210, 3350, 3494, 3638, 3778, 3918, 4062, 4202, 4342, 4486, 4626, 4769, 4910, 5057, 5201, 5346, 5489, 5629, 5773, 5913, 6053, 6189, 6333, 6473, 6613, 6757, 6896, 7033, 7172, 7312, 7449, 7585, 7721, 7861, 7997, 8133, 8272, 8412, 8552, 8688, 8828, 8968, 9108, 9248, 9384, 9524, 9664, 9664, 9800, 9936, 10076, 10212, 10348, 10488, 10624, 10764, 10900, 11036, 11176, 11315, 11448, 11588, 11728]"
